,Parametro,Prob,
1044,SAN JOSE DEL OLIVAR,0.000372013,
525,LA ESPERANZA,0.000372013,
965,SAN JUAN (SAN PABLO OZTOTEPEC),0.00036629,
1257,LOMAS DE CAPULA,0.00036629,
19,C.T.M. ARAGON,0.00036629,
830,BARROS SIERRA,0.00036629,
505,NICOLÃS BRAVO,0.00036629,
715,PALMAS,0.00036629,
680,PRADO COAPA 2A SECCION,0.000360567,
790,AMPLIACION EL TRIUNFO,0.000360567,
793,EX-EJIDO DE LA MAGDALENA MIXIUHCA,0.000360567,
537,UNIDAD OBRERO HAB. CTM CULHUACAN ZONA 13,0.000360567,
1092,SOLIDARIDAD,0.000360567,
838,EL RELOJ,0.000360567,
846,INSURGENTES,0.000360567,
187,PARQUE DEL PEDREGAL,0.000360567,
870,MALACATES,0.000354843,
940,BARRIO SAN ANTONIO,0.000354843,
695,REFORMA SOCIAL,0.000354843,
786,GUADALUPE TLALPAN,0.000354843,
457,LA GUADALUPE,0.000354843,
568,LA CONCEPCION,0.000354843,
837,LEYES DE REFORMA 2A SECCION,0.000354843,
1016,PARAJE SAN JUAN CERRO,0.000354843,
235,BELEM DE LAS FLORES,0.000354843,
1118,SAN FRANCISCO XICALTONGO,0.000354843,
649,VALLEJO PONIENTE,0.00034912,
601,CENTRO URBANO BENITO JUÃREZ,0.00034912,
950,BARRIO SAN FRANCISCO,0.00034912,
336,CULHUACÃN CTM SECCION X,0.00034912,
926,BARRIO LA ASUNCION,0.00034912,
814,TEPEPAN,0.00034912,
816,1A VICTORIA,0.00034912,
407,ARAGON INGUARÃN,0.00034912,
671,LOS CEDROS,0.00034912,
1031,NARCISO MENDOZA SUPER MANZANA 2 VILLA COAPA,0.000343397,
423,SAN JOSE TICOMÃN,0.000343397,
904,CASA BLANCA,0.000343397,
180,PUEBLO NATIVITAS,0.000343397,
686,LA CASILDA,0.000343397,
534,SANTA FE IMSS,0.000343397,
47,SAN JUAN TEPEPAN,0.000343397,
527,SANTA ANA NORTE,0.000343397,
1011,PARRES EL GUARDA,0.000343397,
596,LOMAS DE SAN ÃNGEL INN,0.000343397,
327,2A AMPLIACION PRESIDENTES,0.000343397,
946,PRESIDENTES,0.000343397,
871,RESIDENCIAL LA ESCALERA,0.000343397,
751,SAN BARTOLOME XICOMULCO,0.000337673,
1148,SANTA ANA SUR,0.000337673,
610,JANITZIO,0.000337673,
876,DESARROLLO URBANO EL PIRU,0.000337673,
709,EMILIANO ZAPATA FRACCIONAMIENTO POPULAR,0.000337673,
712,COMPOSITORES MEXICANOS,0.000337673,
121,LA MAGDALENA,0.000337673,
781,EJIDOS SAN JUAN DE ARAGON 1A SECCION,0.000337673,
501,DEPORTIVO PENSIL,0.00033195,
169,SAN LORENZO,0.00033195,
178,PRESIDENTE MADERO,0.00033195,
519,AMPLIACION LA CANDELARIA,0.00033195,
608,CUAUTEPEC DE MADERO,0.00033195,
675,JOSEFA ORTIZ DE DOMINGUEZ,0.000326227,
338,CONTADERO,0.000326227,
969,LOS CIRUELOS,0.000326227,
502,JARDINES DEL SUR,0.000326227,
196,ARTURO MARTINEZ,0.000326227,
248,GUADALUPE VICTORIA,0.000326227,
625,PLENITUD,0.000326227,
215,SAN MATEO (VILLA MILPA ALTA),0.000326227,
1280,LA DRAGA,0.000326227,
287,ERMITA,0.000326227,
1211,SAN BARTOLO EL CHICO,0.000320504,
713,AMPLIACION TORRE BLANCA,0.000320504,
847,ROSARIO TLALI,0.000320504,
1185,ATENOR SALAS,0.000320504,
741,GUADALUPE TLALTENCO,0.000320504,
73,XOTEPINGO,0.000320504,
411,LA NORIA,0.000320504,
48,NARCISO MENDOZA SUPER MANZANA 3 VILLA COAPA,0.00031478,
1338,LOMAS DE LOS ANGELES DEL PUEBLO TETELPAN,0.00031478,
919,EQUIPAMIENTO FABRICA FISISA I,0.00031478,
706,ZONA URBANA EJIDAL LOS REYES CULHUACAN,0.00031478,
638,EL MIRADOR,0.00031478,
130,LOMAS ESTRELLA 1A SECCION,0.00031478,
817,JARDINES DE COYOACÃN,0.00031478,
843,SANTA INES,0.00031478,
123,REFORMA IZTACCIHUATL NORTE,0.00031478,
718,TLAZINTLA,0.000309057,
763,SAN JUANICO NEXTIPAC,0.000309057,
723,25 DE JULIO,0.000309057,
762,PENSIL SUR,0.000309057,
956,SANTA CRUZ DE LAS SALINAS,0.000309057,
921,BENITO JUAREZ I,0.000309057,
354,COPILCO EL ALTO,0.000309057,
122,VILLA QUIETUD,0.000309057,
65,PRADOS DEL ROSARIO,0.000309057,
1159,4 ÃRBOLES,0.000309057,
879,SAN NICOLÃS TETELCO,0.000303334,
639,EL ARBOLILLO CTM,0.000303334,
1146,LA ROSITA,0.000303334,
390,DEL LAGO,0.000303334,
233,2DA AMPLIACION BARRIO SAN MIGUEL (SAN FELIPE TERRE,0.000297611,
274,BANJIDAL,0.000297611,
701,MONTE DE PIEDAD,0.000297611,
1074,5 DE MAYO,0.000297611,
757,NARCISO MENDOZA SUPER MANZANA 5 VILLA COAPA,0.000297611,
1195,EL PRADO,0.000297611,
924,HIDALGO,0.000297611,
292,AGRICOLA / EX-HACIENDA DE GUADALUPE CHIMALISTAC,0.000291887,
798,LA PILA,0.000291887,
835,HEROE DE NACOZARI,0.000291887,
1030,PRADOS DE COYOACÃN,0.000291887,
38,SAN BARTOLO CAHUALTONGO,0.000291887,
707,FORESTAL,0.000291887,
440,MICHOACANA,0.000286164,
346,MARIANO ESCOBEDO,0.000286164,
684,1A AMPLIACION PRESIDENTES,0.000286164,
80,AHUEHUETES ANAHUAC,0.000286164,
333,NUEVA ORIENTAL COAPA,0.000286164,
944,VERGEL DE COYOACÃN,0.000286164,
1152,MIXCOATL,0.000286164,
880,VILLA OLIMPICA,0.000286164,
652,TORRES LINDAVISTA,0.000286164,
496,LOMAS DE MEMETLA,0.000280441,
796,LIBERACION,0.000280441,
1018,PLUTARCO ELIAS CALLES,0.000280441,
1263,AMPLIACION PETROLERA,0.000280441,
963,GERTRUDIS SÃNCHEZ 1A SECCION,0.000280441,
1164,AMPLIACION CARACOL,0.000280441,
770,LAS AGUILAS 1A SECCION,0.000280441,
348,PENA ALTA,0.000280441,
1277,HUAYAMILPAS,0.000280441,
678,SAN CLEMENTE SUR,0.000280441,
1122,AMPLIACION PILOTO ADOLFO LOPEZ MATEOS,0.000280441,
410,EL MOLINO,0.000280441,
1136,CALZADA JALALPA,0.000274717,
546,TIERRA COLORADA,0.000274717,
1076,16 DE SEPTIEMBRE,0.000274717,
582,UNIDAD OBRERO HAB. CULHUACAN,0.000274717,
1,EL ERMITANO,0.000274717,
821,BARRIO SAN SEBASTIÃN,0.000274717,
898,SAN NICOLÃS 2,0.000274717,
503,AMPLIACION SANTA CATARINA,0.000274717,
480,PILARES AGUILAS,0.000274717,
129,CANTERA PUENTE DE PIEDRA,0.000274717,
547,TLACOYAQUE,0.000268994,
985,PUEBLO NUEVO BAJO,0.000268994,
567,SANTA FE,0.000268994,
720,LOS REYES (DEL PUEBLO DE SAN ANDRES MIXQUIC),0.000268994,
306,MAGDALENA ATLAZOLPA,0.000268994,
1073,AMPLIACION SINATEL,0.000268994,
489,UNIDAD KENNEDY,0.000268994,
323,BOSQUE RESIDENCIAL DEL SUR,0.000263271,
591,SINATEL,0.000263271,
1274,JALALPA TEPITO,0.000263271,
1202,RESIDENCIAL MIRAMONTES,0.000263271,
402,DEL OBRERO,0.000263271,
481,RINCONADA LAS HADAS,0.000263271,
399,HERON PROAL,0.000257548,
439,SAN JOSE BUENAVISTA,0.000257548,
466,SAN JOSE (SANTA ANA TLACOTENCO),0.000257548,
1167,LOS ENCINOS,0.000257548,
789,RESIDENCIAL ACOXPA,0.000257548,
1188,AMPLIACION MICHOACANA,0.000257548,
628,POTRERO DE SAN BERNARDINO,0.000257548,
982,SAN JUAN DE ARAGON V SECCION,0.000257548,
281,CHIMILLI,0.000251824,
1182,PEDREGAL DEL SUR,0.000251824,
717,NARCISO BASSOLS,0.000251824,
945,VENTURA PEREZ DE ALVA,0.000251824,
1243,LAS AMERICAS,0.000251824,
1125,INPI PICOS,0.000251824,
1283,ATLÃNTIDA,0.000251824,
318,BENITO JUÃREZ,0.000251824,
64,XALTIPAC (SAN ANTONIO TECOMITL),0.000251824,
545,BARRIO CALYEQUITA,0.000251824,
1180,GUELATAO BENITO JUÃREZ,0.000246101,
820,2A. AMPLIACION JALALPA EL GRANDE,0.000246101,
54,Pueblo San Antonio Tecomitl Barrio Xochitepec,0.000246101,
947,MAXIMINO ÃVILA CAMACHO,0.000246101,
521,LA JOYITA,0.000246101,
1066,VENUSTIANO CARRANZA,0.000246101,
772,SAN SALVADOR CUAUHTENCO SECCION III,0.000246101,
761,PEDREGAL DE LA ZORRA,0.000246101,
1094,ESTANZUELA,0.000246101,
860,JAIME TORRES BODET,0.000240378,
631,FORESTAL I,0.000240378,
289,CASTILLO GRANDE,0.000240378,
856,SAN BARTOLOME (DEL PUEBLO DE SAN ANDRES MIXQUIC),0.000240378,
1199,AMPLIACION RICARDO FLORES MAGON,0.000240378,
935,SANTIAGO,0.000240378,
882,EX-HACIENDA EL ROSARIO,0.000240378,
1318,VISTA HERMOSA,0.000240378,
670,2O REACOMODO TLACUITLAPA,0.000240378,
394,SINDICATO MEXICANO DE ELECTRICISTAS,0.000240378,
1022,NEXTITLA,0.000240378,
689,AREA FEDERAL PARQUE ECOLOGICO EL SALADO,0.000240378,
1163,CAMPESTRE,0.000240378,
33,ZENON DELGADO,0.000240378,
171,LAS TINAJAS,0.000240378,
564,CASTILLO CHICO,0.000234654,
1070,PISTA OLIMPICA VIRGILIO URIBE (CANAL DE CUEMANCO),0.000234654,
555,NOCHTLA (SAN PEDRO ATOCPAN),0.000234654,
1197,JESUS DEL MONTE,0.000234654,
205,VALLE ESCONDIDO,0.000234654,
1309,INDEPENDENCIA BATAN NORTE,0.000234654,
658,SANTA APOLONIA,0.000234654,
1326,MEXICALTZINGO,0.000234654,
609,DEL BOSQUE,0.000234654,
728,AGUILERA,0.000228931,
1027,OCOTITLA (SAN PEDRO ATOCPAN),0.000228931,
1033,PROGRESO DEL SUR,0.000228931,
1130,SAN JERONIMO,0.000228931,
842,VERGEL COAPA,0.000228931,
635,AMPLIACION BENITO JUÃREZ,0.000228931,
531,NARCISO MENDOZA SUPER MANZANA 6 VILLA COAPA,0.000228931,
518,CUCHILLA AGRICOLA ORIENTAL,0.000228931,
648,EL ARBOLILLO,0.000228931,
1165,SAN JOAQUIN,0.000228931,
808,SAN FRANCISCO TECOXPA,0.000228931,
575,FRACCIONAMIENTO COYUYA,0.000228931,
1025,TIERRA BLANCA,0.000223208,
352,ZACATENCO,0.000223208,
1229,AMPLIACION ALPES,0.000223208,
1210,SAN MIGUEL TEHUISCO,0.000223208,
1324,BARRIO LA FAMA,0.000223208,
1310,SAN FRANCISCO,0.000223208,
224,TLACAMACA,0.000223208,
737,LOMAS HERMOSA,0.000223208,
1077,LOMAS DE CHAPULTEPEC IV SECCION (LOMAS VIRREYES),0.000217485,
512,SAN AGUSTIN (VILLA MILPA ALTA),0.000217485,
629,EL CENTINELA,0.000217485,
927,NUEVO BARRIO SAN RAFAEL,0.000217485,
776,SANTA MARIA DE LOS OLIVOS - BARRIO,0.000217485,
1172,BARRIO SAN FERNANDO,0.000217485,
356,SAN JUAN ESTRELLA,0.000217485,
312,LOMAS ALTAS,0.000211761,
779,FELIPE PESCADOR,0.000211761,
1214,GUADALUPE VICTORIA CUAUTEPEC,0.000211761,
253,ESTRELLA CULHUACÃN,0.000211761,
698,CULTURA MAYA,0.000211761,
1104,BARRIO LA CONCEPCION TLACOAPA,0.000211761,
363,COCOYOTES,0.000211761,
538,PENITENCIARIA,0.000211761,
685,AZTECA,0.000211761,
672,EL TEPETATAL,0.000206038,
597,LOMAS DE BEZARES,0.000206038,
1220,COLINAS DEL BOSQUE,0.000206038,
984,VALLE DE LUCES 2A SECCION,0.000200315,
997,AHUATENCO,0.000200315,
727,MIRADOR II,0.000200315,
1013,RICARDO FLORES MAGON,0.000200315,
1284,TLACUITLAPA,0.000200315,
557,JARDINES TECMA,0.000200315,
845,POTRERILLO,0.000200315,
563,LOMAS DE SOTELO I,0.000200315,
755,BARRIO BELEN,0.000194592,
954,SAN MARCOS (SANTA ANA TLACOTENCO),0.000194592,
780,DEL MAESTRO,0.000194592,
1292,HEROES DE 1910,0.000194592,
768,CERRILLOS SEGUNDA SECCION,0.000194592,
107,SAN PABLO XALPA,0.000194592,
767,2 DE OCTUBRE,0.000194592,
627,ZACATON,0.000194592,
1216,SAN ANDRES TOMATLÃN,0.000194592,
1115,PEDREGAL DE LAS ÃGUILAS,0.000194592,
774,BARRIO SANTA CRUCITA,0.000194592,
732,MARGARITA MAZA DE JUÃREZ,0.000194592,
735,GRANJAS CABRERA,0.000194592,
1151,ERMITA TIZAPAN,0.000194592,
1132,BARRIO SAN JUAN,0.000194592,
1053,UNIDAD HAB. LOMAS DE SOTELO,0.000194592,
907,TLACOPAC,0.000194592,
975,LOS VOLCANES,0.000194592,
1255,AHUEHUETES,0.000188868,
991,LOMAS ALTAS DE PADIERNA SUR,0.000188868,
1242,EL MIRADOR 1A SECCION,0.000188868,
607,COMUNEROS DE SANTA URSULA,0.000188868,
305,AREA FEDERAL COMPLEJO DE TELEFONIA (CONTEL S.C.T.),0.000188868,
358,CABEZA DE JUAREZ IX,0.000188868,
1183,SANTA LUCIA CHANTEPEC,0.000188868,
1099,PQUE ECOLOGICO IND. TECNOLOGICO DE LA CIUDAD DE M?XICO (FINSA),0.000188868,
914,INDEPENDENCIA BATAN SUR,0.000188868,
584,TRABAJADORES DE HIERRO,0.000183145,
995,BALCONES DE CEHUAYO,0.000183145,
1196,2A AMPLIACION EL PIRU,0.000183145,
1423,CRUZ DEL FAROL,0.000183145,
1311,SAN SALVADOR XOCHIMANCA,0.000183145,
734,POPO,0.000183145,
1155,LOMAS HIDALGO,0.000183145,
896,TORRES DE PADIERNA,0.000183145,
1307,SACRAMENTO,0.000183145,
1227,JALALPA EL GRANDE 1ER. REACOMODO,0.000183145,
962,LA PLANTA,0.000183145,
290,BOSQUES DE TETLAMEYA,0.000183145,
286,RANCHO TEJOMULCO,0.000183145,
930,SAN RAFAEL TICOMÃN,0.000177422,
45,PARAJE 38,0.000177422,
228,BARRIO SAN CRISTOBAL,0.000177422,
1067,DAMIÃN CARMONA,0.000177422,
1137,SAN SALVADOR CUAUHTENCO SECCION I,0.000177422,
958,ALBARRADA,0.000177422,
1171,CUCHILLA DE PADIERNA,0.000177422,
595,ABRAHAM M. GONZÃLEZ,0.000177422,
1068,COLONIAL IZTAPALAPA,0.000171698,
1072,LA LUPITA,0.000171698,
1209,LOS PICOS DE IZTACALCO SECCION 1A,0.000171698,
1143,SANTA CRUZ,0.000171698,
1144,CUCHILLA LA JOYA,0.000171698,
978,CENTRAL CAMIONERA PONIENTE,0.000171698,
885,SAN JUAN TEPEXIMILPA,0.000171698,
1224,TULA (SAN PEDRO ATOCPAN),0.000171698,
901,LAS LAJAS,0.000171698,
530,EMILIO PORTES GIL,0.000171698,
1336,CERRILLOS TERCERA SECCION,0.000165975,
1312,CUEVITAS,0.000165975,
1308,VALLE DE TEPEPAN,0.000165975,
1142,LOMAS DE PUERTA GRANDE,0.000165975,
1206,PEDREGAL DEL MAUREL,0.000165975,
577,LA TURBA,0.000165975,
1035,10 DE ABRIL,0.000165975,
1200,JARDINES DEL LLANO,0.000165975,
1212,HOGAR Y REDENCION,0.000165975,
509,EL PARQUE DE COYOACÃN,0.000165975,
1256,PANCHIMALCO (SAN PEDRO ATOCPAN),0.000165975,
869,MINERVA,0.000165975,
4,BARRIO SAN ESTEBAN,0.000160252,
736,PUERTA GRANDE REACOMODO,0.000160252,
414,2DA AMPLIACION PARAJE SAN JUAN,0.000160252,
1062,12 DE DICIEMBRE,0.000160252,
1436,LIBERTAD,0.000160252,
911,AMPLIACION POTRERILLO,0.000160252,
322,CLUB DE GOLF MEXICO,0.000160252,
929,ESTADO DE HIDALGO,0.000160252,
931,ALFALFAR,0.000160252,
694,ZONA URBANA EJIDAL SANTA MARIA TOMATLAN,0.000160252,
361,TLALMILLE,0.000160252,
382,JARDINES DE LA PALMA,0.000160252,
177,BENITO JUAREZ,0.000160252,
442,EL OLIVO,0.000160252,
204,JOSE MARIA MORELOS Y PAVON,0.000160252,
1079,LUIS DONALDO COLOSIO,0.000160252,
1153,SANTA ANA CENTRO,0.000160252,
1124,SAN ANGEL INN,0.000160252,
1391,REFINERIA 18 DE MARZO,0.000160252,
1198,LAGO SUR,0.000160252,
1389,LAS PUERTAS - BARRIO,0.000160252,
632,SAN LORENZO TLACOYUCAN,0.000160252,
1422,PASEOS DEL SUR,0.000160252,
579,UNIDAD MORELOS,0.000160252,
520,COLEGIO MEXICO,0.000154529,
990,EL CUERNITO,0.000154529,
1376,SAN SALVADOR CUAUHTENCO SECCION IV,0.000154529,
1215,FRANCISCO I MADERO,0.000154529,
1010,VILLA VERDUN,0.000154529,
1176,ARAGON FOVISSSTE,0.000154529,
864,EL CAPULIN,0.000154529,
212,RINCONADA COAPA 2A SECCION,0.000154529,
1021,JARDINES DE CHURUBUSCO,0.000154529,
514,DR. IGNACIO CHÃVEZ INFONAVIT,0.000154529,
716,SAN JERONIMO MIACATLÃN,0.000154529,
964,LA ESMERALDA 1A SECCION,0.000154529,
1093,BARRIO SAN LORENZO,0.000154529,
1258,SAN FELIPE,0.000154529,
1262,CRUZ BLANCA,0.000154529,
1052,AMPLIACION MÃRTIRES DE RIO BLANCO,0.000154529,
1249,RESIDENCIAL VILLA COAPA SUPER MANZANA 1,0.000154529,
1106,SIDERAL,0.000154529,
160,SAN ISIDRO,0.000154529,
594,PANTEON FRANCES,0.000154529,
1190,AMPLIACION JALALPA,0.000148805,
524,VISTAS DEL PEDREGAL,0.000148805,
1217,RINCONADA DE LOS REYES,0.000148805,
388,CHICHICASPATL,0.000148805,
340,TEPETONGO,0.000148805,
1119,LA PRADERA II,0.000148805,
773,VIVEROS DE COYOACÃN,0.000148805,
1290,IGNACIO ZARAGOZA,0.000143082,
936,AMPLIACION 20 DE NOVIEMBRE,0.000143082,
1404,TECAXTITLA (SAN ANTONIO TECOMITL),0.000143082,
432,MIGUEL ALEMÃN,0.000143082,
1234,LA CONCHA,0.000143082,
1414,ALTAVISTA,0.000143082,
113,SAN AGUSTIN OHTENCO,0.000143082,
1141,LA LUZ (VILLA MILPA ALTA),0.000143082,
1140,LIBERACION PROLETARIA,0.000143082,
961,PARQUE METROPOLITANO,0.000143082,
1268,DINAMITA,0.000143082,
824,AMPLIACION AVIACION CIVIL,0.000143082,
445,ISSFAM,0.000143082,
1371,PUEBLO QUIETO,0.000143082,
943,QUIRINO MENDOZA (TULYEHUALCO),0.000143082,
1457,LA FORESTAL 2,0.000143082,
1108,REAL DEL MONTE,0.000143082,
967,ZACATEPEC(SAN MATEO XALPA),0.000143082,
554,GUADALUPITA,0.000143082,
1279,ARENAL PUERTO AEREO,0.000137359,
746,PUNTA DE CEHUAYA,0.000137359,
1349,CERRILLOS PRIMERA SECCION,0.000137359,
330,NUEVA ESPANA,0.000137359,
1340,LA MARTINICA,0.000137359,
1321,PEDREGAL DE SAN FRANCISCO,0.000137359,
849,SOLIDARIDAD NACIONAL,0.000137359,
585,DOS LAGOS,0.000137359,
1300,RESIDENCIAL VILLA COAPA SUPER MANZANA 4,0.000137359,
1302,PASEO DE LAS LOMAS,0.000137359,
797,UN HOGAR PARA CADA TRABAJADOR,0.000137359,
970,ROSAS DEL TEPEYAC,0.000137359,
1103,DR. FRANCISCO CABRERA,0.000137359,
1156,FLORESTA COYOACÃN,0.000137359,
989,ARCOS CENTENARIO,0.000137359,
1060,RINCONADA LAS CUEVITAS,0.000137359,
1065,GOLONDRINAS 1A SECCION,0.000137359,
971,BARRIO SAN ANDRES,0.000137359,
473,CABEZA DE JUAREZ X,0.000137359,
1014,SIETE MARAVILLAS,0.000137359,
36,AMPLIACION COSMOPOLITA,0.000131635,
1482,SAN ANDRES TOMATLAN - ZONA URBANA,0.000131635,
532,AMPLIACION GUADALUPE PROLETARIA,0.000131635,
1294,LOMAS DE LAS ÃGUILAS,0.000131635,
794,LA PALMITA,0.000131635,
850,BEJERO DEL PUEBLO SANTA FE,0.000131635,
1285,BELVEDERE AJUSCO,0.000131635,
1041,CANADA,0.000131635,
884,SAN LORENZO TLALTENANGO,0.000131635,
258,JARDINES VILLA COAPA,0.000131635,
937,LOS ÃNGELES (VILLA MILPA ALTA),0.000131635,
1009,REACOMODO BELEN DE LAS FLORES,0.000131635,
752,ARENAL 3A SECCION,0.000131635,
1058,SECTOR NAVAL,0.000131635,
1157,PRADO COAPA 1A SECCION,0.000131635,
587,LAS PERITAS,0.000131635,
1367,CABEZA DE JUAREZ VII,0.000131635,
1173,AVE REAL,0.000131635,
1430,EL YAQUI,0.000131635,
738,SAN NICOLÃS TOLENTINO,0.000125912,
1239,CABEZA DE JUAREZ SECCION VI,0.000125912,
1456,TRIANGULO DE LAS AGUJAS,0.000125912,
1191,TRABAJADORES DE PEMEX,0.000125912,
1295,INDEPENDENCIA SAN RAMON,0.000125912,
760,LA CASCADA,0.000125912,
679,VERGEL DEL SUR,0.000125912,
1287,MILITAR SEDENA,0.000125912,
792,BOSQUE DE CHAPULTEPEC III SECCION,0.000125912,
1213,LAS SALINAS,0.000125912,
1117,VALLE DEL TEPEYAC,0.000125912,
938,LAGO NORTE,0.000125912,
1003,HEROES DE CHAPULTEPEC,0.000125912,
1488,LA ANGOSTURA,0.000125912,
359,LLANO REDONDO,0.000125912,
1187,BARRIO EL CAPULIN,0.000125912,
920,BARRIO SAN MIGUEL,0.000120189,
365,CARLOS A. MADRAZO,0.000120189,
1169,OLIMPICA,0.000120189,
1440,ATLAMAYA,0.000120189,
928,SANTA ANA,0.000120189,
1040,SAN CLEMENTE NORTE,0.000120189,
925,PARQUE LAS AGUILAS,0.000120189,
1313,PARQUE NACIONAL BOSQUE DEL PEDREGAL,0.000120189,
1328,BONANZA,0.000120189,
1372,JOSE MARIA MORELOS Y PAVON 2,0.000120189,
851,EL MIRADOR  (SANTA CRUZ XOCHITEPEC),0.000114466,
558,RINCON DEL BOSQUE,0.000114466,
951,BELISARIO DOMINGUEZ,0.000114466,
6,SAN MIGUEL (DEL PUEBLO DE SAN ANDRES MIXQUIC),0.000114466,
1170,AMPLIACION EL SANTUARIO,0.000114466,
127,POLVORA,0.000114466,
899,LAS CAMPANAS,0.000114466,
1474,LA PRADERA I,0.000114466,
811,6 DE JUNIO,0.000114466,
1114,VILLA MILPA ALTA CENTRO,0.000114466,
477,PEDREGAL DE CARRASCO,0.000114466,
533,TEPEXIMILPA SERVIMET,0.000114466,
1024,FERRERIA,0.000114466,
1019,EL EDEN,0.000114466,
1523,BARRIO SAN JOSE,0.000114466,
1291,SAN BERNABE,0.000108742,
172,NUEVA DIAZ ORDAZ,0.000108742,
1337,LAS PALMAS,0.000108742,
748,LAS AGUILAS 3ER PARQUE,0.000108742,
1357,PETROLERA TAXQUENA,0.000108742,
1131,RESIDENCIAL VILLA COAPA SUPER MANZANA 8,0.000108742,
1269,ATACAXCO,0.000108742,
1276,MOLINO DEL REY,0.000108742,
1233,ARENAL 2A SECCION,0.000108742,
1375,AMPLIACION TEPEACA,0.000108742,
1154,PERALITOS,0.000108742,
890,EL JAGÂEY,0.000108742,
1179,FERNANDO CASAS ALEMÃN,0.000108742,
834,SANTISIMA TRINIDAD,0.000108742,
1181,ZAPOTITLA,0.000108742,
903,SANTIAGUITO,0.000108742,
1365,CHURUBUSCO TEPEYAC,0.000103019,
1240,GARCIMARRERO NORTE,0.000103019,
1126,HERMOSILLO,0.000103019,
1100,LOMAS DE LOS CEDROS,0.000103019,
1168,EL MIRADOR 2A SECCION,0.000103019,
764,LOMAS EL MANTO,0.000103019,
1411,ROSEDAL,0.000103019,
1228,SAN JUAN TEPENAHUAC II,0.000103019,
569,SAN SIMON CULHUACÃN,0.000103019,
1506,VILLA CUEMANCO,0.000103019,
1355,LA ASUNCION - BARRIO,0.000103019,
1186,XOCHIPILLI,0.000103019,
1384,2A SECCION CANADA,0.000103019,
1111,PEDREGAL DE MONSERRAT,0.000103019,
1138,PARQUE NACIONAL CERRO  DE LA ESTRELLA,0.000103019,
17,LA PRIMAVERA,0.000103019,
1385,MEDIA LUNA,0.000103019,
